reporting_month,reporting_year,month_number,customer_code,customer_name,channel_code,brand_code,brand_name,product_key,product_name,pack_type,pack_size,product_group_lv1,product_group_lv2,gsv_keur,turnover_keur,discount_keur,discount_pct_to,discount_pct_gsv,gsv_record_count,turnover_record_count,mapping_review_required,certified_for_analysis,data_quality_status,data_quality_flags,gsv_source_files,gsv_source_rows,turnover_source_files,turnover_source_rows
2022-01-01,2022,1,00000002,Delights,MT,CBG00001,OLIVE,POUCH|900GR,POUCH 900GR,POUCH,900GR,POUCH,BIG POUCH,41.0,32.3,8.700000000000003,0.2693498452012385,0.2121951219512196,1,1,False,True,VALID,OK,inputs/sales/Cust 2.xlsx,234,inputs/sales/Cust 2.xlsx,235
2022-01-01,2022,1,00000002,Delights,MT,CBG00005,COBALT,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,0.8,0.6,0.20000000000000007,0.3333333333333335,0.25000000000000006,1,1,False,True,VALID,OK,inputs/sales/Cust 2.xlsx,94,inputs/sales/Cust 2.xlsx,95
2022-01-01,2022,1,00000002,Delights,MT,CBG00005,COBALT,POUCH|900GR,POUCH 900GR,POUCH,900GR,POUCH,BIG POUCH,14.2,11.4,2.799999999999999,0.2456140350877192,0.19718309859154923,1,1,False,True,VALID,OK,inputs/sales/Cust 2.xlsx,2,inputs/sales/Cust 2.xlsx,3
2022-01-01,2022,1,00000002,Delights,MT,CBG00009,SKY,BOTTLE|1KG,BOTTLE 1KG,BOTTLE,1KG,BOTTLE,BIG BOTTLE,2.6,1.8,0.8,0.4444444444444445,0.3076923076923077,1,1,False,True,VALID,OK,inputs/sales/Cust 2.xlsx,668,inputs/sales/Cust 2.xlsx,669
2022-01-01,2022,1,00000002,Delights,MT,CBG00009,SKY,PACK|1.1KG,PACK 1.1KG,PACK,1.1KG,PACK,BIG PACK,33.8,29.1,4.699999999999996,0.16151202749140878,0.1390532544378697,1,1,False,True,VALID,OK,inputs/sales/Cust 2.xlsx,738,inputs/sales/Cust 2.xlsx,739
2022-01-01,2022,1,00000002,Delights,MT,CBG00009,SKY,PACK|250GR,PACK 250GR,PACK,250GR,PACK,SMALL PACK,0.1,0.1,0.0,0.0,0.0,1,1,False,True,VALID,OK,inputs/sales/Cust 2.xlsx,890,inputs/sales/Cust 2.xlsx,891
2022-01-01,2022,1,00000002,Delights,MT,CBG00009,SKY,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,2.2,1.4,0.8000000000000003,0.5714285714285716,0.3636363636363637,1,1,False,True,VALID,OK,inputs/sales/Cust 2.xlsx,892,inputs/sales/Cust 2.xlsx,893
2022-01-01,2022,1,00000002,Delights,MT,CBG00009,SKY,POUCH|900GR,POUCH 900GR,POUCH,900GR,POUCH,BIG POUCH,31.2,19.4,11.8,0.6082474226804124,0.37820512820512825,1,1,False,True,VALID,OK,inputs/sales/Cust 2.xlsx,808,inputs/sales/Cust 2.xlsx,809
2022-01-01,2022,1,00000003,Bliss,MT,CBG00001,OLIVE,BAR|150GR,BAR 150GR,BAR,150GR,BAR,SMALL BAR,0.0,0.0,0.0,,,1,1,True,True,REVIEW,PRODUCT_MAPPING_REVIEW,inputs/sales/Cust 3.xlsx,386,inputs/sales/Cust 3.xlsx,387
2022-01-01,2022,1,00000003,Bliss,MT,CBG00001,OLIVE,BOX|50GR,BOX 50GR,BOX,50GR,BOX,SMALL BOX,0.0,0.0,0.0,,,1,1,True,True,REVIEW,PRODUCT_MAPPING_REVIEW,inputs/sales/Cust 3.xlsx,718,inputs/sales/Cust 3.xlsx,719
2022-01-01,2022,1,00000003,Bliss,MT,CBG00001,OLIVE,CONE|50GR,CONE 50GR,CONE,50GR,CONE,CONE,0.0,0.0,0.0,,,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,502,inputs/sales/Cust 3.xlsx,503
2022-01-01,2022,1,00000003,Bliss,MT,CBG00001,OLIVE,PACK|1.1KG,PACK 1.1KG,PACK,1.1KG,PACK,BIG PACK,393.4,343.1,50.299999999999955,0.14660448848732133,0.12785968479918647,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,218,inputs/sales/Cust 3.xlsx,219
2022-01-01,2022,1,00000003,Bliss,MT,CBG00001,OLIVE,PACK|250GR,PACK 250GR,PACK,250GR,PACK,SMALL PACK,23.2,20.6,2.599999999999998,0.1262135922330096,0.11206896551724128,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,578,inputs/sales/Cust 3.xlsx,579
2022-01-01,2022,1,00000003,Bliss,MT,CBG00001,OLIVE,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,22.7,20.0,2.6999999999999993,0.13499999999999995,0.118942731277533,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,648,inputs/sales/Cust 3.xlsx,649
2022-01-01,2022,1,00000003,Bliss,MT,CBG00001,OLIVE,POUCH|400GR,POUCH 400GR,POUCH,400GR,POUCH,MEDIUM POUCH,423.3,372.4,50.900000000000034,0.1366809881847477,0.12024568863690062,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,432,inputs/sales/Cust 3.xlsx,433
2022-01-01,2022,1,00000003,Bliss,MT,CBG00001,OLIVE,POUCH|900GR,POUCH 900GR,POUCH,900GR,POUCH,BIG POUCH,1044.0,916.8,127.20000000000005,0.13874345549738226,0.12183908045977015,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,288,inputs/sales/Cust 3.xlsx,289
2022-01-01,2022,1,00000003,Bliss,MT,CBG00005,COBALT,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,18.5,16.6,1.8999999999999986,0.11445783132530112,0.10270270270270263,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,106,inputs/sales/Cust 3.xlsx,107
2022-01-01,2022,1,00000003,Bliss,MT,CBG00005,COBALT,POUCH|900GR,POUCH 900GR,POUCH,900GR,POUCH,BIG POUCH,36.0,32.3,3.700000000000003,0.11455108359133137,0.10277777777777786,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,6,inputs/sales/Cust 3.xlsx,7
2022-01-01,2022,1,00000003,Bliss,MT,CBG00009,SKY,BOTTLE|1KG,BOTTLE 1KG,BOTTLE,1KG,BOTTLE,BIG BOTTLE,17.1,15.8,1.3000000000000007,0.08227848101265826,0.07602339181286553,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,816,inputs/sales/Cust 3.xlsx,817
2022-01-01,2022,1,00000003,Bliss,MT,CBG00009,SKY,BOX|300GR,BOX 300GR,BOX,300GR,BOX,SMALL BOX,0.0,0.0,0.0,,,1,1,True,True,REVIEW,PRODUCT_MAPPING_REVIEW,inputs/sales/Cust 3.xlsx,802,inputs/sales/Cust 3.xlsx,803
2022-01-01,2022,1,00000003,Bliss,MT,CBG00009,SKY,CONE|50GR,CONE 50GR,CONE,50GR,CONE,CONE,0.0,0.0,0.0,,,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,778,inputs/sales/Cust 3.xlsx,779
2022-01-01,2022,1,00000003,Bliss,MT,CBG00009,SKY,PACK|1.1KG,PACK 1.1KG,PACK,1.1KG,PACK,BIG PACK,56.6,51.3,5.300000000000004,0.10331384015594551,0.09363957597173152,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,886,inputs/sales/Cust 3.xlsx,887
2022-01-01,2022,1,00000003,Bliss,MT,CBG00009,SKY,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,1.7,1.6,0.09999999999999987,0.06249999999999992,0.05882352941176463,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,1064,inputs/sales/Cust 3.xlsx,1065
2022-01-01,2022,1,00000003,Bliss,MT,CBG00009,SKY,POUCH|900GR,POUCH 900GR,POUCH,900GR,POUCH,BIG POUCH,211.8,195.0,16.80000000000001,0.0861538461538462,0.07932011331444765,1,1,False,True,VALID,OK,inputs/sales/Cust 3.xlsx,956,inputs/sales/Cust 3.xlsx,957
2022-01-01,2022,1,00000004,Treats,MT,CBG00001,OLIVE,BOX|50GR,BOX 50GR,BOX,50GR,BOX,SMALL BOX,0.5,0.5,0.0,0.0,0.0,1,1,True,True,REVIEW,PRODUCT_MAPPING_REVIEW,inputs/sales/Cust 4.xlsx,458,inputs/sales/Cust 4.xlsx,459
2022-01-01,2022,1,00000004,Treats,MT,CBG00001,OLIVE,CONE|50GR,CONE 50GR,CONE,50GR,CONE,CONE,0.0,0.0,0.0,,,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,316,inputs/sales/Cust 4.xlsx,317
2022-01-01,2022,1,00000004,Treats,MT,CBG00001,OLIVE,PACK|1.1KG,PACK 1.1KG,PACK,1.1KG,PACK,BIG PACK,1.3,1.0,0.30000000000000004,0.30000000000000004,0.23076923076923078,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,142,inputs/sales/Cust 4.xlsx,143
2022-01-01,2022,1,00000004,Treats,MT,CBG00001,OLIVE,PACK|250GR,PACK 250GR,PACK,250GR,PACK,SMALL PACK,3.2,2.4,0.8000000000000003,0.3333333333333335,0.25000000000000006,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,386,inputs/sales/Cust 4.xlsx,387
2022-01-01,2022,1,00000004,Treats,MT,CBG00001,OLIVE,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,2.6,2.1,0.5,0.23809523809523808,0.1923076923076923,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,418,inputs/sales/Cust 4.xlsx,419
2022-01-01,2022,1,00000004,Treats,MT,CBG00001,OLIVE,POUCH|400GR,POUCH 400GR,POUCH,400GR,POUCH,MEDIUM POUCH,1.9,1.5,0.3999999999999999,0.2666666666666666,0.21052631578947364,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,288,inputs/sales/Cust 4.xlsx,289
2022-01-01,2022,1,00000004,Treats,MT,CBG00001,OLIVE,POUCH|900GR,POUCH 900GR,POUCH,900GR,POUCH,BIG POUCH,2.7,2.1,0.6000000000000001,0.28571428571428575,0.22222222222222224,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,202,inputs/sales/Cust 4.xlsx,203
2022-01-01,2022,1,00000004,Treats,MT,CBG00005,COBALT,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,0.6,0.4,0.19999999999999996,0.4999999999999999,0.33333333333333326,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,58,inputs/sales/Cust 4.xlsx,59
2022-01-01,2022,1,00000004,Treats,MT,CBG00005,COBALT,POUCH|900GR,POUCH 900GR,POUCH,900GR,POUCH,BIG POUCH,0.0,0.0,0.0,,,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,6,inputs/sales/Cust 4.xlsx,7
2022-01-01,2022,1,00000004,Treats,MT,CBG00009,SKY,BOTTLE|1KG,BOTTLE 1KG,BOTTLE,1KG,BOTTLE,BIG BOTTLE,0.0,0.0,0.0,,,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,516,inputs/sales/Cust 4.xlsx,517
2022-01-01,2022,1,00000004,Treats,MT,CBG00009,SKY,BOX|300GR,BOX 300GR,BOX,300GR,BOX,SMALL BOX,0.0,0.0,0.0,,,1,1,True,True,REVIEW,PRODUCT_MAPPING_REVIEW,inputs/sales/Cust 4.xlsx,502,inputs/sales/Cust 4.xlsx,503
2022-01-01,2022,1,00000004,Treats,MT,CBG00009,SKY,CONE|50GR,CONE 50GR,CONE,50GR,CONE,CONE,0.0,0.0,0.0,,,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,478,inputs/sales/Cust 4.xlsx,479
2022-01-01,2022,1,00000004,Treats,MT,CBG00009,SKY,PACK|1.1KG,PACK 1.1KG,PACK,1.1KG,PACK,BIG PACK,0.0,0.0,0.0,,,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,532,inputs/sales/Cust 4.xlsx,533
2022-01-01,2022,1,00000004,Treats,MT,CBG00009,SKY,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,0.4,0.3,0.10000000000000003,0.3333333333333335,0.25000000000000006,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,634,inputs/sales/Cust 4.xlsx,635
2022-01-01,2022,1,00000004,Treats,MT,CBG00009,SKY,POUCH|900GR,POUCH 900GR,POUCH,900GR,POUCH,BIG POUCH,1.3,1.0,0.30000000000000004,0.30000000000000004,0.23076923076923078,1,1,False,True,VALID,OK,inputs/sales/Cust 4.xlsx,554,inputs/sales/Cust 4.xlsx,555
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00001,OLIVE,BOTTLE|1KG,BOTTLE 1KG,BOTTLE,1KG,BOTTLE,BIG BOTTLE,15.0,12.3,2.6999999999999993,0.21951219512195114,0.17999999999999997,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,158,inputs/sales/Cust 5.xlsx,159
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00001,OLIVE,BOTTLE|500GR,BOTTLE 500GR,BOTTLE,500GR,BOTTLE,MEDIUM BOTTLE,42.6,34.9,7.700000000000003,0.22063037249283676,0.18075117370892024,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,448,inputs/sales/Cust 5.xlsx,449
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00001,OLIVE,BOX|200GR,BOX 200GR,BOX,200GR,BOX,SMALL BOX,1.1,0.9,0.20000000000000007,0.2222222222222223,0.18181818181818185,1,1,True,True,REVIEW,PRODUCT_MAPPING_REVIEW,inputs/sales/Cust 5.xlsx,390,inputs/sales/Cust 5.xlsx,391
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00001,OLIVE,BOX|50GR,BOX 50GR,BOX,50GR,BOX,SMALL BOX,0.1,0.1,0.0,0.0,0.0,1,1,True,True,REVIEW,PRODUCT_MAPPING_REVIEW,inputs/sales/Cust 5.xlsx,728,inputs/sales/Cust 5.xlsx,729
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00001,OLIVE,PACK|1.1KG,PACK 1.1KG,PACK,1.1KG,PACK,BIG PACK,1968.8,1613.8,355.0,0.21997769240302392,0.18031288094270623,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,228,inputs/sales/Cust 5.xlsx,229
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00001,OLIVE,PACK|250GR,PACK 250GR,PACK,250GR,PACK,SMALL PACK,891.2,730.5,160.70000000000005,0.2199863107460644,0.18031867145421906,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,588,inputs/sales/Cust 5.xlsx,589
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00001,OLIVE,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,250.2,205.1,45.099999999999994,0.219892735251097,0.18025579536370903,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,658,inputs/sales/Cust 5.xlsx,659
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00001,OLIVE,POUCH|400GR,POUCH 400GR,POUCH,400GR,POUCH,MEDIUM POUCH,128.6,105.4,23.19999999999999,0.22011385199240974,0.18040435458786927,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,518,inputs/sales/Cust 5.xlsx,519
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00001,OLIVE,POUCH|900GR,POUCH 900GR,POUCH,900GR,POUCH,BIG POUCH,382.1,313.2,68.90000000000003,0.2199872286079184,0.18031928814446488,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,298,inputs/sales/Cust 5.xlsx,299
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00005,COBALT,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,43.3,35.5,7.799999999999997,0.21971830985915486,0.1801385681293302,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,88,inputs/sales/Cust 5.xlsx,89
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00009,SKY,BOTTLE|1KG,BOTTLE 1KG,BOTTLE,1KG,BOTTLE,BIG BOTTLE,13.7,11.2,2.5,0.22321428571428573,0.18248175182481752,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,796,inputs/sales/Cust 5.xlsx,797
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00009,SKY,PACK|1.1KG,PACK 1.1KG,PACK,1.1KG,PACK,BIG PACK,354.3,290.4,63.900000000000034,0.22004132231404971,0.18035563082133793,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,866,inputs/sales/Cust 5.xlsx,867
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00009,SKY,PACK|250GR,PACK 250GR,PACK,250GR,PACK,SMALL PACK,115.4,94.6,20.80000000000001,0.21987315010570838,0.1802426343154247,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,1038,inputs/sales/Cust 5.xlsx,1039
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00009,SKY,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,3.9,3.2,0.6999999999999997,0.21874999999999992,0.17948717948717943,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,1108,inputs/sales/Cust 5.xlsx,1109
2022-01-01,2022,1,00000005,Bonbons,DT,CBG00009,SKY,POUCH|900GR,POUCH 900GR,POUCH,900GR,POUCH,BIG POUCH,139.2,114.1,25.099999999999994,0.2199824715162138,0.18031609195402296,1,1,False,True,VALID,OK,inputs/sales/Cust 5.xlsx,936,inputs/sales/Cust 5.xlsx,937
2022-01-01,2022,1,00000006,Candies,DT,CBG00001,OLIVE,BOTTLE|1KG,BOTTLE 1KG,BOTTLE,1KG,BOTTLE,BIG BOTTLE,28.5,23.4,5.100000000000001,0.21794871794871803,0.1789473684210527,1,1,False,True,VALID,OK,inputs/sales/Cust 6.xlsx,148,inputs/sales/Cust 6.xlsx,149
2022-01-01,2022,1,00000006,Candies,DT,CBG00001,OLIVE,BOTTLE|500GR,BOTTLE 500GR,BOTTLE,500GR,BOTTLE,MEDIUM BOTTLE,58.4,47.9,10.5,0.21920668058455114,0.1797945205479452,1,1,False,True,VALID,OK,inputs/sales/Cust 6.xlsx,426,inputs/sales/Cust 6.xlsx,427
2022-01-01,2022,1,00000006,Candies,DT,CBG00001,OLIVE,BOX|200GR,BOX 200GR,BOX,200GR,BOX,SMALL BOX,5.6,4.6,1.0,0.2173913043478261,0.17857142857142858,1,1,True,True,REVIEW,PRODUCT_MAPPING_REVIEW,inputs/sales/Cust 6.xlsx,386,inputs/sales/Cust 6.xlsx,387
2022-01-01,2022,1,00000006,Candies,DT,CBG00001,OLIVE,BOX|50GR,BOX 50GR,BOX,50GR,BOX,SMALL BOX,6.9,5.6,1.3000000000000007,0.2321428571428573,0.18840579710144936,1,1,True,True,REVIEW,PRODUCT_MAPPING_REVIEW,inputs/sales/Cust 6.xlsx,706,inputs/sales/Cust 6.xlsx,707
2022-01-01,2022,1,00000006,Candies,DT,CBG00001,OLIVE,PACK|1.1KG,PACK 1.1KG,PACK,1.1KG,PACK,BIG PACK,2026.3,1660.9,365.39999999999986,0.2200012041664157,0.18032867788580165,1,1,False,True,VALID,OK,inputs/sales/Cust 6.xlsx,218,inputs/sales/Cust 6.xlsx,219
2022-01-01,2022,1,00000006,Candies,DT,CBG00001,OLIVE,PACK|250GR,PACK 250GR,PACK,250GR,PACK,SMALL PACK,909.4,745.4,164.0,0.22001609873893213,0.180338684847152,1,1,False,True,VALID,OK,inputs/sales/Cust 6.xlsx,566,inputs/sales/Cust 6.xlsx,567
2022-01-01,2022,1,00000006,Candies,DT,CBG00001,OLIVE,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,207.7,170.2,37.5,0.22032902467685078,0.1805488685604237,1,1,False,True,VALID,OK,inputs/sales/Cust 6.xlsx,636,inputs/sales/Cust 6.xlsx,637
2022-01-01,2022,1,00000006,Candies,DT,CBG00001,OLIVE,POUCH|400GR,POUCH 400GR,POUCH,400GR,POUCH,MEDIUM POUCH,169.8,139.2,30.600000000000023,0.21982758620689674,0.18021201413427573,1,1,False,True,VALID,OK,inputs/sales/Cust 6.xlsx,496,inputs/sales/Cust 6.xlsx,497
2022-01-01,2022,1,00000006,Candies,DT,CBG00001,OLIVE,POUCH|900GR,POUCH 900GR,POUCH,900GR,POUCH,BIG POUCH,498.7,408.8,89.89999999999998,0.21991193737769074,0.1802686986164026,1,1,False,True,VALID,OK,inputs/sales/Cust 6.xlsx,288,inputs/sales/Cust 6.xlsx,289
2022-01-01,2022,1,00000006,Candies,DT,CBG00005,COBALT,POUCH|100GR,POUCH 100GR,POUCH,100GR,POUCH,SMALL POUCH,8.4,6.9,1.5,0.21739130434782608,0.17857142857142858,1,1,False,True,VALID,OK,inputs/sales/Cust 6.xlsx,78,inputs/sales/Cust 6.xlsx,79
